Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
AB1535W,6897963,17/02/2024,2,2024,PLT,136.461,84,26022.5,95,25927.59,15960,9967.59,38.4,112.63
AB1535W,6897973,17/02/2024,2,2024,PLT,136.461,75,26022.5,95,25927.59,14250,11677.59,45,131.96
BP3944H,6897983,17/02/2024,2,2024,PLT,918.378,864,203583.08,1540,202043.16,190080,11963.16,5.9,141.17
BP3944H,6897993,17/02/2024,2,2024,PLT,918.378,853,203583.08,1540,202043.16,187660,14383.16,7.1,169.72
BP3944H,6898003,17/02/2024,2,2024,PLT,918.378,863,203583.08,1540,202043.16,189860,12183.16,6,143.76
OR0171G,6898013,17/02/2024,2,2024,PLT,2303.244,2176,414872,288,414583.92,391680,22903.92,5.5,497.02
RD5975P,6898023,17/02/2024,2,2024,PLT,332.445,323,59966.11,126,59840.1,58140,1700.1,2.8,49.13
RD5975P,6898033,17/02/2024,2,2024,PLT,332.445,319,59966.11,126,59840.1,57420,2420.1,4,69.94
RD5975P,6898043,17/02/2024,2,2024,PLT,332.445,313,59966.11,126,59840.1,56340,3500.1,5.8,101.15
PT4146F,6898053,17/02/2024,2,2024,PLT,870.364,557,157925.492,1260,156665.52,100260,56405.52,36,964.53
PT4146F,6898063,17/02/2024,2,2024,PLT,870.364,845,157925.492,1260,156665.52,152100,4565.52,2.9,78.07
PT4146F,6898073,17/02/2024,2,2024,PLT,870.364,813,157925.492,1260,156665.52,146340,10325.52,6.6,176.57
YJ1010S,6898083,17/02/2024,2,2024,PLT,1085.926,1140,206478,152,206325.94,216600,10274.06,-5,-110.96
XT8427Y,6898093,17/02/2024,2,2024,PAK,1210.094,1040,205852,136,205715.98,176800,28915.98,14.1,416.39
JM1441K,6898103,18/02/2024,2,2024,PLT,1865.131,1768,337163.49,1440,335723.58,318240,17483.58,5.2,272.74
GU2783J,6898113,18/02/2024,2,2024,PLT,1080.187,900,196413.6,1980,194433.66,162000,32433.66,16.7,480.02
SQ1707I,6898123,18/02/2024,2,2024,PLT,946.797,866,171683.37,1260,170423.46,155880,14543.46,8.5,269.05
ST9031E,6898133,18/02/2024,2,2024,PLT,60.183,43,11529.7,95,11434.77,8170,3264.77,28.6,61.38
CT1716F,6898143,18/02/2024,2,2024,PLT,908.957,870,163738.2,126,163612.26,156600,7012.26,4.3,106.59
PM5532E,6898153,18/02/2024,2,2024,PLT,140.998,129,26460.2,93.5,26366.626,24123,2243.626,8.5,52.5
XN9390W,6898163,18/02/2024,2,2024,PLT,303.136,226,54654.5,90,54564.48,40680,13884.48,25.4,190.22
SZ5543Q,6898173,18/02/2024,2,2024,PLT,241.453,171,43605.5,144,43461.54,30780,12681.54,29.2,314.5
MS4740W,6898183,18/02/2024,2,2024,PLT,809.674,793,145867.29,126,145741.32,142740,3001.32,2.1,56.72
UA3908A,6898193,18/02/2024,2,2024,PLT,306.289,215,55222.071,90,55132.02,38700,16432.02,29.8,315.49
YW6837P,6898203,18/02/2024,2,2024,PLT,419.823,375,109336,182,109153.98,97500,11653.98,10.7,155
YW6837P,6898213,18/02/2024,2,2024,PLT,419.823,322,109336,182,109153.98,83720,25433.98,23.3,338.27
YW6837P,6898223,18/02/2024,2,2024,PLT,419.823,350,109336,182,109153.98,91000,18153.98,16.6,241.45
YW6837P,6898233,18/02/2024,2,2024,PLT,419.823,277,109336,182,109153.98,72020,37133.98,34,493.88
VL0646O,6898243,18/02/2024,2,2024,PLT,208.508,168,41801.514,100,41701.6,33600,8101.6,19.4,482.86
MG2341V,6898253,18/02/2024,2,2024,PLT,353.337,276,61956.4,122.5,61833.975,48300,13533.975,21.9,166.47
JQ7006J,6898263,18/02/2024,2,2024,PLT,1588.954,1407,415208,2080,413128.04,365820,47308.04,11.5,454.16
RO7331C,6898273,18/02/2024,2,2024,PLT,2365.667,2382,426108,288,425820.06,428760,2939.94,-0.7,-35.87
KB1841S,6898283,18/02/2024,2,2024,PLT,1131.879,1076,211811,149.6,211661.373,201212,10449.373,4.9,121.21
SY8717I,6898293,18/02/2024,2,2024,PLT,135.554,122,25850.25,95,25755.26,23180,2575.26,10,26.53
PX8242U,6898303,18/02/2024,2,2024,PLT,111.359,109,20917.6,93.5,20824.133,20383,441.133,2.1,6.44
DF0683I,6898313,18/02/2024,2,2024,PLT,59.717,43,10537.9,87.5,10450.475,7525,2925.475,28,43.88
RL3369N,6898323,18/02/2024,2,2024,PLT,349.739,313,63079.02,126,62953.02,56340,6613.02,10.5,138.21
JU5516Q,6898333,18/02/2024,2,2024,PLT,148.805,119,28425,152,28272.95,22610,5662.95,20,199.34
QQ9907S,6898343,18/02/2024,2,2024,PLT,67.961,48,17662.937,129,17533.938,12384,5149.938,29.4,75.19
QJ4003A,6898353,18/02/2024,2,2024,PLT,54.237,39,10400,95,10305.03,7410,2895.03,28.1,35.61
OR0171G,6898363,18/02/2024,2,2024,PLT,2303.244,2095,414872,288,414583.92,377100,37483.92,9,813.4
EJ7514O,6898373,18/02/2024,2,2024,PLT,137.658,120,26250,95,26155.02,22800,3355.02,12.8,40.93
JO6751Q,6898383,18/02/2024,2,2024,PLT,112.623,107,21493.43,95,21398.37,20330,1068.37,5,12.07
RD5975P,6898393,18/02/2024,2,2024,PLT,332.445,295,59966.11,126,59840.1,53100,6740.1,11.3,194.79
LT0923X,6898403,18/02/2024,2,2024,PLT,209.984,152,42096.8,100,41996.8,30400,11596.8,27.6,160.04
UQ4577A,6898413,18/02/2024,2,2024,PLT,91.712,84,17520.2,95,17425.28,15960,1465.28,8.4,26.08
UQ4577A,6898423,18/02/2024,2,2024,PLT,541.721,484,103060,133,102926.99,91960,10966.99,10.7,195.21
JY8910V,6898433,18/02/2024,2,2024,PLT,285.725,216,51520.451,90,51430.5,38880,12550.5,24.4,294.94
VC9503G,6898443,18/02/2024,2,2024,PLT,145.824,84,26338.25,90,26248.32,15120,11128.32,42.4,137.99
YA1133E,6898453,18/02/2024,2,2024,PLT,124.638,109,22524.82,90,22434.84,19620,2814.84,12.5,52.64
VN2693P,6898463,18/02/2024,2,2024,PAK,1236.847,0,210400,136,210263.99,0,210263.99,100,3006.78
VN2693P,6898473,18/02/2024,2,2024,PAK,1236.847,960,210400,136,210263.99,163200,47063.99,22.4,673.02
LH7788B,6898483,18/02/2024,2,2024,PAK,371.886,283,63339.6,119,63220.62,48110,15110.62,23.9,238.75
BT2341N,6898493,18/02/2024,2,2024,PAK,119.441,93,20390,85,20304.97,15810,4494.97,22.1,49.89
XT8427Y,6898503,18/02/2024,2,2024,PAK,1210.094,1045,205852,136,205715.98,177650,28065.98,13.6,404.15
MB2032F,6898513,21/02/2024,2,2024,PLT,931.636,831,164261.25,1225,163036.3,145425,17611.3,10.8,285.3
GC3069E,6898523,21/02/2024,2,2024,PLT,86.03,84,17295.675,950,16345.7,15960,385.7,2.4,7.1
UL5050K,6898533,21/02/2024,2,2024,PLT,298.804,221,54684.75,900,53784.72,39780,14004.72,26,215.67
YQ5607V,6898543,21/02/2024,2,2024,PLT,1214.589,959,220066,1440,218626.02,172620,46006.02,21,961.53
HY6856M,6898553,21/02/2024,2,2024,PLT,115.375,105,22871.3,950,21921.25,19950,1971.25,9,35.48
CI3726D,6898563,21/02/2024,2,2024,PLT,941.986,759,169683.42,126,169557.48,136620,32937.48,19.4,589.58
CI3726D,6898573,21/02/2024,2,2024,PLT,941.986,773,169683.42,126,169557.48,139140,30417.48,17.9,544.47
VF5276R,6898583,21/02/2024,2,2024,PLT,911.977,843,164281.8,126,164155.86,151740,12415.86,7.6,197.41
EI0909S,6898593,21/02/2024,2,2024,PLT,272.014,221,54502.82,100,54402.8,44200,10202.8,18.8,175.49
GV4710J,6898603,21/02/2024,2,2024,PLT,106.204,98,20273.831,95,20178.76,18620,1558.76,7.7,30.55
VL0646O,6898613,21/02/2024,2,2024,PLT,208.508,177,41801.514,100,41701.6,35400,6301.6,15.1,375.58
IV4853K,6898623,21/02/2024,2,2024,PAK,63.413,48,10899.155,119,10780.21,8160,2620.21,24.3,44.02
RJ0828L,6898633,21/02/2024,2,2024,PLT,1151.367,691,207390,144,207246.06,124380,82866.06,40,969.53
NH7826U,6898643,21/02/2024,2,2024,PLT,1163,1126,209484,144,209340,202680,6660,3.2,98.57
IY0225F,6898653,21/02/2024,2,2024,PLT,1655.737,1753,316110,1520,314590.03,333070,18479.97,-5.9,-229.15
UF3027B,6898663,21/02/2024,2,2024,PLT,139.237,134,26130.75,93.5,26037.319,25058,979.319,3.8,14.69
UW8901E,6898673,21/02/2024,2,2024,PLT,349.967,308,63120,126,62994.06,55440,7554.06,12,83.85
BP3944H,6898683,21/02/2024,2,2024,PLT,918.378,789,203583.08,1540,202043.16,173580,28463.16,14.1,335.87
BP3944H,6898693,21/02/2024,2,2024,PLT,918.378,874,203583.08,1540,202043.16,192280,9763.16,4.8,115.21
BP3944H,6898703,21/02/2024,2,2024,PLT,918.378,884,203583.08,1540,202043.16,194480,7563.16,3.7,89.25
BP3944H,6898713,21/02/2024,2,2024,PLT,918.378,873,203583.08,1540,202043.16,192060,9983.16,4.9,117.8
UU5151Q,6898723,21/02/2024,2,2024,PLT,95.684,70,17986.365,93.5,17892.908,13090,4802.908,26.8,64.36
FG2953V,6898733,21/02/2024,2,2024,PLT,1221.872,954,220081,144,219936.96,171720,48216.96,21.9,954.7
JM1433T,6898743,21/02/2024,2,2024,PLT,134.105,103,25575,95,25479.95,19570,5909.95,23.2,65.6
KP9731Q,6898753,21/02/2024,2,2024,PLT,119.73,90,22843.7,95,22748.7,17100,5648.7,24.8,105.07
JU8568U,6898763,21/02/2024,2,2024,PLT,331.461,311,63110.55,133,62977.59,59090,3887.59,6.2,46.26
FQ2791P,6898773,21/02/2024,2,2024,PLT,589.352,550,154890.9,2838,152052.816,141900,10152.816,6.7,90.36
LL4597N,6898783,21/02/2024,2,2024,PLT,356.437,289,62464.02,87.5,62376.475,50575,11801.475,18.9,212.43
JH5406A,6898793,21/02/2024,2,2024,PLT,907.217,802,163425,126,163299.06,144360,18939.06,11.6,405.3
QY7604W,6898803,21/02/2024,2,2024,PLT,343.217,306,61905,126,61779.06,55080,6699.06,10.8,98.48
MK4982E,6898813,21/02/2024,2,2024,PLT,37.595,46,7200,57,7143.05,8740,1596.95,-22.4,-22.04
OR0171G,6898823,21/02/2024,2,2024,PLT,2303.244,2176,414872,288,414583.92,391680,22903.92,5.5,497.02
EJ7514O,6898833,21/02/2024,2,2024,PLT,139.874,106,26250,93.5,26156.438,19822,6334.438,24.2,78.55
QP6157U,6898843,21/02/2024,2,2024,PLT,92.764,66,17720.12,95,17625.16,12540,5085.16,28.9,59.5
ZW1189Q,6898853,21/02/2024,2,2024,PLT,135.638,128,25866.145,95,25771.22,24320,1451.22,5.6,20.61
XO8348Z,6898863,21/02/2024,2,2024,PLT,1164.971,1131,209838.7,144,209694.78,203580,6114.78,2.9,97.84
VW4384W,6898873,21/02/2024,2,2024,PLT,838.111,882,159450,209,159241.09,167580,8338.91,-5.2,-142.6
HC6613Q,6898883,21/02/2024,2,2024,PLT,1154.383,1137,207932.972,144,207788.94,204660,3128.94,1.5,55.38
YJ1010S,6898893,21/02/2024,2,2024,PLT,1085.926,1052,206478,152,206325.94,199880,6445.94,3.1,69.62
JW3722P,6898903,21/02/2024,2,2024,PLT,291.449,228,52550.753,90,52460.82,41040,11420.82,21.8,324.35
JW3722P,6898913,21/02/2024,2,2024,PLT,291.449,222,52550.753,90,52460.82,39960,12500.82,23.8,355.02
JW3722P,6898923,21/02/2024,2,2024,PLT,291.449,232,52550.753,90,52460.82,41760,10700.82,20.4,303.9
BT2341N,6898933,21/02/2024,2,2024,PAK,119.441,96,20390,85,20304.97,16320,3984.97,19.6,44.23
VS9358F,6898943,22/02/2024,2,2024,PLT,1081.067,1016,196572,1980,194592.06,182880,11712.06,6,169.82
ON0348A,6898953,22/02/2024,2,2024,PLT,969.895,940,175841.16,1260,174581.1,169200,5381.1,3.1,95.78
UL5050K,6898963,22/02/2024,2,2024,PLT,307.484,264,54684.75,875,53809.7,46200,7609.7,14.1,120.23
YQ5607V,6898973,22/02/2024,2,2024,PLT,1214.589,326,220066,1440,218626.02,58680,159946.02,73.2,3342.87
WS4394K,6898983,22/02/2024,2,2024,PLT,208.312,163,54291.165,130,54161.12,42380,11781.12,21.8,139.02
VF5276R,6898993,22/02/2024,2,2024,PLT,911.977,843,164281.8,126,164155.86,151740,12415.86,7.6,197.41
MS4740W,6899003,22/02/2024,2,2024,PLT,809.674,798,145867.29,126,145741.32,143640,2101.32,1.4,39.71
TQ9608P,6899013,22/02/2024,2,2024,PLT,1100.171,1116,209184.4,152,209032.49,212040,3007.51,-1.4,-35.49
TQ9608P,6899023,22/02/2024,2,2024,PLT,1100.171,773,209184.4,152,209032.49,146870,62162.49,29.7,733.52
GF2716Q,6899033,22/02/2024,2,2024,PLT,1719.317,1667,310917,1440,309477.06,300060,9417.06,3,113
NK7339N,6899043,22/02/2024,2,2024,PLT,143.815,113,25976.75,90,25886.7,20340,5546.7,21.4,75.99
JQ7006J,6899053,22/02/2024,2,2024,PLT,1588.954,1470,415208,2080,413128.04,382200,30928.04,7.5,296.91
JQ7006J,6899063,22/02/2024,2,2024,PLT,1588.954,1486,415208,2080,413128.04,386360,26768.04,6.5,256.97
GE2425T,6899073,22/02/2024,2,2024,PLT,139.703,137,26638.5,95,26543.57,26030,513.57,1.9,5.91
GE2425T,6899083,22/02/2024,2,2024,PLT,141.952,123,26638.5,93.5,26545.024,23001,3544.024,13.4,41.47
NI2398W,6899093,22/02/2024,2,2024,PLT,147.518,127,26643.25,90,26553.24,22860,3693.24,13.9,55.77
NI2398W,6899103,22/02/2024,2,2024,PLT,147.518,120,26643.25,90,26553.24,21600,4953.24,18.7,74.79
FI0222V,6899113,22/02/2024,2,2024,PLT,838.203,604,159505.5,247,159258.57,114760,44498.57,27.9,814.32
ZL6812C,6899123,22/02/2024,2,2024,PLT,142.658,127,27200,95,27105.02,24130,2975.02,11,39.57
BP3944H,6899133,22/02/2024,2,2024,PLT,918.378,792,203583.08,1540,202043.16,174240,27803.16,13.8,328.08
BP3944H,6899143,22/02/2024,2,2024,PLT,918.378,940,203583.08,1540,202043.16,206800,4756.84,-2.4,-56.13
BP3944H,6899153,22/02/2024,2,2024,PLT,918.378,878,203583.08,1540,202043.16,193160,8883.16,4.4,104.82
IG7072I,6899163,22/02/2024,2,2024,PLT,1124.426,964,213774,133,213640.94,183160,30480.94,14.3,512.08
JU8568U,6899173,22/02/2024,2,2024,PLT,336.79,319,63110.55,130.9,62979.73,59653,3326.73,5.3,40.25
EM2837I,6899183,22/02/2024,2,2024,PLT,93.137,56,17791.01,95,17696.03,10640,7056.03,39.9,98.78
HB4287V,6899193,22/02/2024,2,2024,PLT,1817.217,1570,418144,184,417959.91,361100,56859.91,13.6,949.56
HB4287V,6899203,22/02/2024,2,2024,PLT,1817.217,1600,418144,184,417959.91,368000,49959.91,12,834.33
JH5406A,6899213,22/02/2024,2,2024,PLT,933.157,740,163425,122.5,163302.475,129500,33802.475,20.7,747.03
RD5975P,6899223,22/02/2024,2,2024,PLT,332.445,314,59966.11,126,59840.1,56520,3320.1,5.5,95.95
PT4146F,6899233,22/02/2024,2,2024,PLT,870.364,852,157925.492,1260,156665.52,153360,3305.52,2.1,56.52
PT4146F,6899243,22/02/2024,2,2024,PLT,870.364,835,157925.492,1260,156665.52,150300,6365.52,4.1,108.85
PT4146F,6899253,22/02/2024,2,2024,PLT,870.364,868,157925.492,1260,156665.52,156240,425.52,0.3,7.28
YJ1010S,6899263,22/02/2024,2,2024,PLT,1103.36,1150,206478,149.6,206328.32,215050,8721.68,-4.2,-95.94
ZT5733A,6899273,22/02/2024,2,2024,PLT,337.283,317,64216.8,133,64083.77,60230,3853.77,6,43.55
JY8910V,6899283,22/02/2024,2,2024,PLT,285.725,226,51520.451,90,51430.5,40680,10750.5,20.9,252.64
JY8910V,6899293,22/02/2024,2,2024,PLT,285.725,236,51520.451,90,51430.5,42480,8950.5,17.4,210.34
BY2563M,6899303,23/02/2024,2,2024,PLT,79.5,65,16055,950,15105,12350,2755,18.2,39.95
JM1441K,6899313,23/02/2024,2,2024,PLT,1865.131,1736,337163.49,1440,335723.58,312480,23243.58,6.9,362.6
JM1441K,6899323,23/02/2024,2,2024,PLT,1865.131,1771,337163.49,1440,335723.58,318780,16943.58,5,264.32
GU2783J,6899333,23/02/2024,2,2024,PLT,1111.363,986,196413.6,1925,194488.525,172550,21938.525,11.3,333.47
ON0348A,6899343,23/02/2024,2,2024,PLT,997.807,957,175841.16,1225,174616.225,167475,7141.225,4.1,130.68
CI3726D,6899353,23/02/2024,2,2024,PLT,968.92,759,169683.42,122.5,169561,132825,36736,21.7,679.62
CI3726D,6899363,23/02/2024,2,2024,PLT,941.986,824,169683.42,126,169557.48,148320,21237.48,12.5,380.15
ST9031E,6899373,23/02/2024,2,2024,PLT,122.812,101,23059.4,93.5,22965.844,18887,4078.844,17.8,77.91
RF4956X,6899383,23/02/2024,2,2024,PLT,303.24,251,54673.161,90,54583.2,45180,9403.2,17.2,148.57
RF4956X,6899393,23/02/2024,2,2024,PLT,606.78,525,109346.322,126,109220.4,94500,14720.4,13.5,232.58
IR3867R,6899403,23/02/2024,2,2024,PLT,116.335,97,21848.2,93.5,21754.645,18139,3615.645,16.6,57.49
SZ5543Q,6899413,23/02/2024,2,2024,PLT,248.374,189,43605.5,140,43465.45,33075,10390.45,23.9,264.96
UA3908A,6899423,23/02/2024,2,2024,PLT,315.055,226,55222.071,87.5,55134.625,39550,15584.625,28.3,307.02
DM9609U,6899433,23/02/2024,2,2024,PLT,124.415,112,28730.5,115,28615.45,25760,2855.45,10,60.25
EG2772G,6899443,23/02/2024,2,2024,PLT,944.314,893,170102.46,126,169976.52,160740,9236.52,5.4,141.32
EN0891Z,6899453,23/02/2024,2,2024,PAK,124.947,25,21377,136,21240.99,4250,16990.99,80,395.89
GF2716Q,6899463,23/02/2024,2,2024,PLT,1768.669,1647,310917,1400,309517.075,288225,21292.075,6.9,261.89
CK8573T,6899473,23/02/2024,2,2024,PLT,120.746,104,21824.2,90,21734.28,18720,3014.28,13.9,51.85
JQ7006J,6899483,23/02/2024,2,2024,PLT,1601.333,1427,415208,2064,413143.914,368166,44977.914,10.9,431.79
JQ7006J,6899493,23/02/2024,2,2024,PLT,1588.954,1483,415208,2080,413128.04,385580,27548.04,6.7,264.46
JQ7006J,6899503,23/02/2024,2,2024,PLT,1588.954,1600,415208,2080,413128.04,416000,2871.96,-0.7,-27.57
RO7331C,6899513,23/02/2024,2,2024,PLT,2433.303,2315,426108,280,425828.025,405125,20703.025,4.9,260.86
AJ1887U,6899523,23/02/2024,2,2024,PLT,925.943,858,213128,161,212966.89,197340,15626.89,7.3,151.58
UI0963J,6899533,23/02/2024,2,2024,PLT,121.337,110,22839.7,149.6,22690.019,20570,2120.019,9.3,38.58
MK4982E,6899543,23/02/2024,2,2024,PLT,38.203,48,7200,56.1,7143.961,8976,1832.039,-25.6,-25.65
BB1653U,6899553,23/02/2024,2,2024,PLT,139.709,130,26639.75,95,26544.71,24700,1844.71,6.9,22.69
QP6157U,6899563,23/02/2024,2,2024,PLT,92.764,75,17720.12,95,17625.16,14250,3375.16,19.1,39.49
PT4146F,6899573,23/02/2024,2,2024,PLT,895.431,809,157925.492,1225,156700.425,141575,15125.425,9.7,266.21
PT4146F,6899583,23/02/2024,2,2024,PLT,870.364,832,157925.492,1260,156665.52,149760,6905.52,4.4,118.08
PT4146F,6899593,23/02/2024,2,2024,PLT,870.364,828,157925.492,1260,156665.52,149040,7625.52,4.9,130.4
RV9146Z,6899603,23/02/2024,2,2024,PAK,122.684,98,20941.2,85,20856.28,16660,4196.28,20.1,146.87
BS9035V,6899613,23/02/2024,2,2024,PAK,665.618,598,113274,119,113155.06,101660,11495.06,10.2,293.12
BS9035V,6899623,23/02/2024,2,2024,PAK,665.618,600,113274,119,113155.06,102000,11155.06,9.9,284.45
BS9035V,6899633,23/02/2024,2,2024,PAK,665.618,635,113274,119,113155.06,107950,5205.06,4.6,132.73
BS9035V,6899643,23/02/2024,2,2024,PAK,665.618,666,113274,119,113155.06,113220,64.94,-0.1,-1.66
AE9492A,6899653,24/02/2024,2,2024,PLT,307.686,265,54720,875,53845.05,46375,7470.05,13.9,112.8
JM1441K,6899663,24/02/2024,2,2024,PLT,1865.131,1754,337163.49,1440,335723.58,315720,20003.58,6,312.06
JM1441K,6899673,24/02/2024,2,2024,PLT,1865.131,1760,337163.49,1440,335723.58,316800,18923.58,5.6,295.21
JM1441K,6899683,24/02/2024,2,2024,PLT,1865.131,1813,337163.49,1440,335723.58,326340,9383.58,2.8,146.38
GU2783J,6899693,24/02/2024,2,2024,PLT,1080.187,985,196413.6,1980,194433.66,177300,17133.66,8.8,253.58
ON0348A,6899703,24/02/2024,2,2024,PLT,969.895,890,175841.16,1260,174581.1,160200,14381.1,8.2,255.98
ON0348A,6899713,24/02/2024,2,2024,PLT,969.895,913,175841.16,1260,174581.1,164340,10241.1,5.9,182.29
ON0348A,6899723,24/02/2024,2,2024,PLT,969.895,848,175841.16,1260,174581.1,152640,21941.1,12.6,390.55
CI3726D,6899733,24/02/2024,2,2024,PLT,941.986,811,169683.42,126,169557.48,145980,23577.48,13.9,422.04
CI3726D,6899743,24/02/2024,2,2024,PLT,941.986,766,169683.42,126,169557.48,137880,31677.48,18.7,567.03
UA3908A,6899753,24/02/2024,2,2024,PLT,306.289,221,55222.071,90,55132.02,39780,15352.02,27.8,294.76
DM9609U,6899763,24/02/2024,2,2024,PLT,124.415,107,28730.5,115,28615.45,24610,4005.45,14,84.51
JE1645Q,6899773,24/02/2024,2,2024,PLT,272.505,232,54661.05,160,54501,46400,8101,14.9,140.15
YW6837P,6899783,24/02/2024,2,2024,PLT,419.823,329,109336,182,109153.98,85540,23613.98,21.6,314.07
YW6837P,6899793,24/02/2024,2,2024,PLT,419.823,202,109336,182,109153.98,52520,56633.98,51.9,753.23
YW6837P,6899803,24/02/2024,2,2024,PLT,423.083,289,109336,180.6,109155.414,74562,34593.414,31.7,463.55
PP8158Y,6899813,24/02/2024,2,2024,PLT,117.99,79,20735.79,87.5,20648.25,13825,6823.25,33,197.87
VL0646O,6899823,24/02/2024,2,2024,PLT,208.508,183,41801.514,100,41701.6,36600,5101.6,12.2,304.06
JQ7006J,6899833,24/02/2024,2,2024,PLT,1588.954,1518,415208,2080,413128.04,394680,18448.04,4.5,177.1
JQ7006J,6899843,24/02/2024,2,2024,PLT,1588.954,1238,415208,2080,413128.04,321880,91248.04,22.1,875.98
JQ7006J,6899853,24/02/2024,2,2024,PLT,1588.954,1548,415208,2080,413128.04,402480,10648.04,2.6,102.22
JQ7006J,6899863,24/02/2024,2,2024,PLT,1588.954,1397,415208,2080,413128.04,363220,49908.04,12.1,479.12
RO7331C,6899873,24/02/2024,2,2024,PLT,2365.667,2131,426108,288,425820.06,383580,42240.06,9.9,515.33
BP3944H,6899883,24/02/2024,2,2024,PLT,918.378,880,203583.08,1540,202043.16,193600,8443.16,4.2,99.63
UI0963J,6899893,24/02/2024,2,2024,PLT,119.709,104,22839.7,95,22744.71,19760,2984.71,13.1,53.43
JU8568U,6899903,24/02/2024,2,2024,PLT,331.461,317,63110.55,133,62977.59,60230,2747.59,4.4,32.7
DF0683I,6899913,24/02/2024,2,2024,PLT,99.025,89,17914.43,90,17824.5,16020,1804.5,10.1,26.35
QJ4003A,6899923,24/02/2024,2,2024,PLT,94.045,81,17680,93.5,17586.415,15147,2439.415,13.9,30.49
BB1653U,6899933,24/02/2024,2,2024,PLT,141.959,111,26639.75,93.5,26546.333,20757,5789.333,21.8,72.37
XC0105N,6899943,24/02/2024,2,2024,PLT,145.799,139,27796.75,95,27701.81,26410,1291.81,4.7,36.82
RD5975P,6899953,24/02/2024,2,2024,PLT,332.445,325,59966.11,126,59840.1,58500,1340.1,2.2,38.73
RD5975P,6899963,24/02/2024,2,2024,PLT,332.445,269,59966.11,126,59840.1,48420,11420.1,19.1,330.04
ZW1189Q,6899973,24/02/2024,2,2024,PLT,137.822,120,25866.145,93.5,25772.714,22440,3332.714,12.9,47.99
PT4146F,6899983,24/02/2024,2,2024,PLT,870.364,543,157925.492,1260,156665.52,97740,58925.52,37.6,1007.63
PT4146F,6899993,24/02/2024,2,2024,PLT,870.364,635,157925.492,1260,156665.52,114300,42365.52,27,724.45
PT4146F,6900003,24/02/2024,2,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
PT4146F,6900013,24/02/2024,2,2024,PLT,870.364,614,157925.492,1260,156665.52,110520,46145.52,29.5,789.09
SX0386C,6900023,24/02/2024,2,2024,PAK,938,798,159579,119,159460,135660,23800,14.9,516.46
SX0386C,6900033,24/02/2024,2,2024,PAK,938,895,159579,119,159460,152150,7310,4.6,158.63
JM1441K,6900043,25/02/2024,2,2024,PLT,1865.131,1800,337163.49,1440,335723.58,324000,11723.58,3.5,182.89
JM1441K,6900053,25/02/2024,2,2024,PLT,1865.131,1704,337163.49,1440,335723.58,306720,29003.58,8.6,452.46
SQ1707I,6900063,25/02/2024,2,2024,PLT,974.048,924,171683.37,1225,170458.4,161700,8758.4,5.1,167.29
CT1716F,6900073,25/02/2024,2,2024,PLT,908.957,871,163738.2,126,163612.26,156780,6832.26,4.2,103.85
CT1716F,6900083,25/02/2024,2,2024,PLT,934.947,868,163738.2,122.5,163615.725,151900,11715.725,7.2,182.77
XN9390W,6900093,25/02/2024,2,2024,PLT,311.811,266,54654.5,87.5,54566.925,46550,8016.925,14.7,113.04
MS4740W,6900103,25/02/2024,2,2024,PLT,809.674,804,145867.29,126,145741.32,144720,1021.32,0.7,19.3
YW6837P,6900113,25/02/2024,2,2024,PLT,419.823,367,109336,182,109153.98,95420,13733.98,12.6,182.66
GV4710J,6900123,25/02/2024,2,2024,PLT,106.204,72,20273.831,95,20178.76,13680,6498.76,32.2,127.38
EG2772G,6900133,25/02/2024,2,2024,PLT,944.314,833,170102.46,126,169976.52,149940,20036.52,11.8,306.56
VL0646O,6900143,25/02/2024,2,2024,PLT,208.508,185,41801.514,100,41701.6,37000,4701.6,11.3,280.22
VD1915C,6900153,25/02/2024,2,2024,PLT,213.461,183,42852.2,160,42692.2,36600,6092.2,14.3,80.42
OL2692A,6900163,25/02/2024,2,2024,PLT,1202.949,1136,210656,140,210516.075,198800,11716.075,5.6,162.85
JQ7006J,6900173,25/02/2024,2,2024,PLT,1588.954,1218,415208,2080,413128.04,316680,96448.04,23.3,925.9
JQ7006J,6900183,25/02/2024,2,2024,PLT,1588.954,1460,415208,2080,413128.04,379600,33528.04,8.1,321.87
JQ7006J,6900193,25/02/2024,2,2024,PLT,1588.954,1484,415208,2080,413128.04,385840,27288.04,6.6,261.97
ER5186B,6900203,25/02/2024,2,2024,PLT,806.537,808,153375,133,153242.03,153520,277.97,-0.2,-2.81
ER5186B,6900213,25/02/2024,2,2024,PLT,806.537,823,153375,133,153242.03,156370,3127.97,-2,-31.59
ER5186B,6900223,25/02/2024,2,2024,PLT,806.537,720,153375,133,153242.03,136800,16442.03,10.7,166.06
AB1535W,6900233,25/02/2024,2,2024,PLT,136.461,113,26022.5,95,25927.59,21470,4457.59,17.2,50.37
AB1535W,6900243,25/02/2024,2,2024,PLT,138.658,129,26022.5,93.5,25929.046,24123,1806.046,7,20.77
AY2463C,6900253,25/02/2024,2,2024,PLT,136.237,133,25980,95,25885.03,25270,615.03,2.4,6.4
