Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
EJ7514O,6901573,02/03/2024,2,2024,PLT,137.658,99,26250,95,26155.02,18810,7345.02,28.1,89.61
PT4146F,6901583,02/03/2024,2,2024,PLT,870.364,723,157925.492,1260,156665.52,130140,26525.52,16.9,453.59
PT4146F,6901593,02/03/2024,2,2024,PLT,870.364,837,157925.492,1260,156665.52,150660,6005.52,3.8,102.69
PT4146F,6901603,02/03/2024,2,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
LT0923X,6901613,02/03/2024,2,2024,PLT,209.984,182,42096.8,100,41996.8,36400,5596.8,13.3,77.24
YJ1010S,6901623,02/03/2024,2,2024,PLT,1085.926,1144,206478,152,206325.94,217360,11034.06,-5.3,-119.17
UQ4577A,6901633,02/03/2024,2,2024,PLT,541.721,488,103060,133,102926.99,92720,10206.99,9.9,181.68
YA1133E,6901643,02/03/2024,2,2024,PLT,124.638,108,22524.82,90,22434.84,19440,2994.84,13.3,56
SA2071C,6901653,02/03/2024,2,2024,PAK,348.465,280,59460,221,59239.05,47600,11639.05,19.6,245.58
JM1441K,6901663,03/03/2024,2,2024,PLT,1865.131,1863,337163.49,1440,335723.58,335340,383.58,0.1,5.98
JM1441K,6901673,03/03/2024,2,2024,PLT,1865.131,1767,337163.49,1440,335723.58,318060,17663.58,5.3,275.55
ON0348A,6901683,03/03/2024,2,2024,PLT,969.895,942,175841.16,1260,174581.1,169560,5021.1,2.9,89.38
SQ1707I,6901693,03/03/2024,2,2024,PLT,946.797,907,171683.37,1260,170423.46,163260,7163.46,4.2,132.52
XN9390W,6901703,03/03/2024,2,2024,PLT,303.136,260,54654.5,90,54564.48,46800,7764.48,14.2,106.37
MS4740W,6901713,03/03/2024,2,2024,PLT,809.674,761,145867.29,126,145741.32,136980,8761.32,6,165.59
YW6837P,6901723,03/03/2024,2,2024,PLT,419.823,345,109336,182,109153.98,89700,19453.98,17.8,258.74
GF2716Q,6901733,03/03/2024,2,2024,PLT,1719.317,1186,310917,1440,309477.06,213480,95997.06,31,1151.96
JQ7006J,6901743,03/03/2024,2,2024,PLT,1588.954,1534,415208,2080,413128.04,398840,14288.04,3.5,137.17
JQ7006J,6901753,03/03/2024,2,2024,PLT,1588.954,1580,415208,2080,413128.04,410800,2328.04,0.6,22.35
ER5186B,6901763,03/03/2024,2,2024,PLT,806.537,793,153375,133,153242.03,150670,2572.03,1.7,25.98
ER5186B,6901773,03/03/2024,2,2024,PLT,806.537,813,153375,133,153242.03,154470,1227.97,-0.8,-12.4
ER5186B,6901783,03/03/2024,2,2024,PLT,806.537,796,153375,133,153242.03,151240,2002.03,1.3,20.22
RO7331C,6901793,03/03/2024,2,2024,PLT,2365.667,1759,426108,288,425820.06,316620,109200.06,25.6,1332.24
AB1535W,6901803,03/03/2024,2,2024,PLT,328.005,261,62454,133,62320.95,49590,12730.95,20.4,143.86
BP3944H,6901813,03/03/2024,2,2024,PLT,918.378,866,203583.08,1540,202043.16,190520,11523.16,5.7,135.97
BP3944H,6901823,03/03/2024,2,2024,PLT,918.378,829,203583.08,1540,202043.16,182380,19663.16,9.7,232.03
BP3944H,6901833,03/03/2024,2,2024,PLT,918.378,778,203583.08,1540,202043.16,171160,30883.16,15.3,364.42
FG2953V,6901843,03/03/2024,2,2024,PLT,1221.872,901,220081,144,219936.96,162180,57756.96,26.3,1143.59
OR0171G,6901853,03/03/2024,2,2024,PLT,2303.244,2133,414872,288,414583.92,383940,30643.92,7.4,664.97
RD5975P,6901863,03/03/2024,2,2024,PLT,332.445,309,59966.11,126,59840.1,55620,4220.1,7.1,121.96
RD5975P,6901873,03/03/2024,2,2024,PLT,332.445,275,59966.11,126,59840.1,49500,10340.1,17.3,298.83
PT4146F,6901883,03/03/2024,2,2024,PLT,870.364,835,157925.492,1260,156665.52,150300,6365.52,4.1,108.85
PT4146F,6901893,03/03/2024,2,2024,PLT,870.364,838,157925.492,1260,156665.52,150840,5825.52,3.7,99.62
PT4146F,6901903,03/03/2024,2,2024,PLT,870.364,886,157925.492,1260,156665.52,159480,2814.48,-1.8,-48.13
ZT5733A,6901913,03/03/2024,2,2024,PLT,337.283,320,64216.8,133,64083.77,60800,3283.77,5.1,37.11
DY9426M,6901923,03/03/2024,2,2024,PAK,1255.624,1031,213728,272,213456.08,175270,38186.08,17.9,507.87
YW6837P,6901933,04/03/2024,2,2024,PLT,419.823,0,109336,182,109153.98,0,109153.98,100,1451.75
KB1841S,6901943,04/03/2024,2,2024,PLT,1113.995,0,211811,152,211659.05,0,211659.05,100,2412.91
MB2032F,6901953,07/03/2024,3,2024,PLT,905.563,695,164261.25,1260,163001.34,125100,37901.34,23.3,598.84
GC3069E,6901963,07/03/2024,3,2024,PLT,86.03,86,17295.675,950,16345.7,16340,5.7,0,0.1
BY2563M,6901973,07/03/2024,3,2024,PLT,79.5,73,16055,950,15105,13870,1235,8.2,17.91
UL5050K,6901983,07/03/2024,3,2024,PLT,298.804,189,54684.75,900,53784.72,34020,19764.72,36.7,304.38
YQ5607V,6901993,07/03/2024,3,2024,PLT,1214.589,1140,220066,1440,218626.02,205200,13426.02,6.1,280.6
CI3726D,6902003,07/03/2024,3,2024,PLT,941.986,840,169683.42,126,169557.48,151200,18357.48,10.8,328.6
RF4956X,6902013,07/03/2024,3,2024,PLT,606.78,509,109346.322,126,109220.4,91620,17600.4,16.1,278.09
VF5276R,6902023,07/03/2024,3,2024,PLT,911.977,772,164281.8,126,164155.86,138960,25195.86,15.3,400.61
UM2930G,6902033,07/03/2024,3,2024,PLT,309.803,221,55854.5,90,55764.54,39780,15984.54,28.7,338.87
EI0909S,6902043,07/03/2024,3,2024,PLT,272.014,219,54502.82,100,54402.8,43800,10602.8,19.5,182.37
YW6837P,6902053,07/03/2024,3,2024,PLT,419.823,366,109336,182,109153.98,95160,13993.98,12.8,186.12
ZD2214Q,6902063,07/03/2024,3,2024,PLT,944.245,884,170090.16,126,169964.1,159120,10844.1,6.4,162.66
IV4853K,6902073,07/03/2024,3,2024,PAK,63.413,46,10899.155,119,10780.21,7820,2960.21,27.5,49.73
RJ0828L,6902083,07/03/2024,3,2024,PLT,1151.367,1061,207390,144,207246.06,190980,16266.06,7.8,190.31
NH7826U,6902093,07/03/2024,3,2024,PLT,1163,1115,209484,144,209340,200700,8640,4.1,127.87
GE2425T,6902103,07/03/2024,3,2024,PLT,139.703,125,26638.5,95,26543.57,23750,2793.57,10.5,32.13
GE2425T,6902113,07/03/2024,3,2024,PLT,139.703,131,26638.5,95,26543.57,24890,1653.57,6.2,19.02
XS2710J,6902123,07/03/2024,3,2024,PLT,108.898,84,21879.6,100,21779.6,16800,4979.6,22.9,92.62
KB1841S,6902133,07/03/2024,3,2024,PLT,1113.995,1130,211811,152,211659.05,214700,3040.95,-1.4,-34.67
UU5151Q,6902143,07/03/2024,3,2024,PLT,94.165,86,17986.365,95,17891.35,16340,1551.35,8.7,20.48
VU0631O,6902153,07/03/2024,3,2024,PLT,1113.421,980,211702,152,211549.99,186200,25349.99,12,311.8
FG2953V,6902163,07/03/2024,3,2024,PLT,1221.872,545,220081,144,219936.96,98100,121836.96,55.4,2412.37
KP9731Q,6902173,07/03/2024,3,2024,PLT,119.73,108,22843.7,95,22748.7,20520,2228.7,9.8,41.45
IV4575J,6902183,07/03/2024,3,2024,PLT,137.855,132,26287.5,95,26192.45,25080,1112.45,4.2,12.68
JE3805V,6902193,07/03/2024,3,2024,PLT,136.272,128,25986.75,95,25891.68,24320,1571.68,6.1,17.76
JU8568U,6902203,07/03/2024,3,2024,PLT,331.461,278,63110.55,133,62977.59,52820,10157.59,16.1,120.88
PX8242U,6902213,07/03/2024,3,2024,PLT,109.593,104,20917.6,95,20822.67,19760,1062.67,5.1,15.3
LL4597N,6902223,07/03/2024,3,2024,PLT,346.522,226,62464.02,90,62373.96,40680,21693.96,34.8,379.64
RL3369N,6902233,07/03/2024,3,2024,PLT,349.739,322,63079.02,126,62953.02,57960,4993.02,7.9,104.35
JH5406A,6902243,07/03/2024,3,2024,PLT,907.217,614,163425,126,163299.06,110520,52779.06,32.3,1129.47
JH5406A,6902253,07/03/2024,3,2024,PLT,907.217,848,163425,126,163299.06,152640,10659.06,6.5,228.1
QY7604W,6902263,07/03/2024,3,2024,PLT,343.217,302,61905,126,61779.06,54360,7419.06,12,109.06
MK4982E,6902273,07/03/2024,3,2024,PLT,37.595,46,7200,57,7143.05,8740,1596.95,-22.4,-22.04
EJ7514O,6902283,07/03/2024,3,2024,PLT,137.658,134,26250,95,26155.02,25460,695.02,2.7,8.48
QP6157U,6902293,07/03/2024,3,2024,PLT,92.764,84,17720.12,95,17625.16,15960,1665.16,9.4,19.48
XO8348Z,6902303,07/03/2024,3,2024,PLT,1164.971,1068,209838.7,144,209694.78,192240,17454.78,8.3,279.28
VC9503G,6902313,07/03/2024,3,2024,PLT,145.824,130,26338.25,90,26248.32,23400,2848.32,10.9,35.32
SX0386C,6902323,07/03/2024,3,2024,PAK,938,885,159579,119,159460,150450,9010,5.7,195.52
SX0386C,6902333,07/03/2024,3,2024,PAK,938,700,159579,119,159460,119000,40460,25.4,877.98
VN2693P,6902343,07/03/2024,3,2024,PAK,1236.847,1143,210400,136,210263.99,194310,15953.99,7.6,228.14
DY9426M,6902353,07/03/2024,3,2024,PAK,1255.624,1140,213728,272,213456.08,193800,19656.08,9.2,261.43
XT8427Y,6902363,07/03/2024,3,2024,PAK,1210.094,1036,205852,136,205715.98,176120,29595.98,14.4,426.18
BZ8002W,6902373,07/03/2024,3,2024,PAK,1233.318,1040,209800,136,209664.06,176800,32864.06,15.7,440.38
JM1441K,6902383,08/03/2024,3,2024,PLT,1865.131,1771,337163.49,1440,335723.58,318780,16943.58,5,264.32
ON0348A,6902393,08/03/2024,3,2024,PLT,969.895,860,175841.16,1260,174581.1,154800,19781.1,11.3,352.1
YQ5607V,6902403,08/03/2024,3,2024,PLT,1214.589,978,220066,1440,218626.02,176040,42586.02,19.5,890.05
YQ5607V,6902413,08/03/2024,3,2024,PLT,1214.589,955,220066,1440,218626.02,171900,46726.02,21.4,976.57
WS4394K,6902423,08/03/2024,3,2024,PLT,208.312,170,54291.165,130,54161.12,44200,9961.12,18.4,117.54
ST9031E,6902433,08/03/2024,3,2024,PLT,120.865,127,23059.4,95,22964.35,24130,1165.65,-5.1,-21.91
PM5532E,6902443,08/03/2024,3,2024,PLT,138.764,136,26460.2,95,26365.16,25840,525.16,2,12.08
YW6837P,6902453,08/03/2024,3,2024,PLT,419.823,282,109336,182,109153.98,73320,35833.98,32.8,476.59
YW6837P,6902463,08/03/2024,3,2024,PLT,419.823,317,109336,182,109153.98,82420,26733.98,24.5,355.56
VD1915C,6902473,08/03/2024,3,2024,PLT,213.461,190,42852.2,160,42692.2,38000,4692.2,11,61.94
UB1695Q,6902483,08/03/2024,3,2024,PAK,130.796,113,22320.4,85,22235.32,19210,3025.32,13.6,58.99
NK7339N,6902493,08/03/2024,3,2024,PLT,143.815,127,25976.75,90,25886.7,22860,3026.7,11.7,41.47
CK8573T,6902503,08/03/2024,3,2024,PLT,120.746,80,21824.2,90,21734.28,14400,7334.28,33.7,126.15
JQ7006J,6902513,08/03/2024,3,2024,PLT,1588.954,1540,415208,2080,413128.04,400400,12728.04,3.1,122.19
NI2398W,6902523,08/03/2024,3,2024,PLT,147.518,129,26643.25,90,26553.24,23220,3333.24,12.6,50.33
NI2398W,6902533,08/03/2024,3,2024,PLT,147.518,124,26643.25,90,26553.24,22320,4233.24,15.9,63.92
NI2398W,6902543,08/03/2024,3,2024,PLT,147.518,118,26643.25,90,26553.24,21240,5313.24,20,80.23
NI2398W,6902553,08/03/2024,3,2024,PLT,147.518,132,26643.25,90,26553.24,23760,2793.24,10.5,42.18
IY0225F,6902563,08/03/2024,3,2024,PLT,1655.737,1088,316110,1520,314590.03,206720,107870.03,34.3,1337.59
UF3027B,6902573,08/03/2024,3,2024,PLT,137.03,124,26130.75,95,26035.7,23560,2475.7,9.5,36.64
UW8901E,6902583,08/03/2024,3,2024,PLT,349.967,320,63120,126,62994.06,57600,5394.06,8.6,59.87
UF0513Z,6902593,08/03/2024,3,2024,PLT,332.821,311,63369,133,63235.99,59090,4145.99,6.6,58.46
BP3944H,6902603,08/03/2024,3,2024,PLT,918.378,798,203583.08,1540,202043.16,175560,26483.16,13.1,312.5
UU5151Q,6902613,08/03/2024,3,2024,PLT,94.165,86,17986.365,95,17891.35,16340,1551.35,8.7,20.48
IG7072I,6902623,08/03/2024,3,2024,PLT,1124.426,990,213774,133,213640.94,188100,25540.94,12,429.09
JU8568U,6902633,08/03/2024,3,2024,PLT,331.461,310,63110.55,133,62977.59,58900,4077.59,6.5,48.52
EM2837I,6902643,08/03/2024,3,2024,PLT,93.137,79,17791.01,95,17696.03,15010,2686.03,15.2,37.6
HB4287V,6902653,08/03/2024,3,2024,PLT,1817.217,1045,418144,184,417959.91,240350,177609.91,42.5,2966.09
QQ9907S,6902663,08/03/2024,3,2024,PLT,67.434,50,17662.937,130,17532.84,13000,4532.84,25.9,65.73
IM3636Z,6902673,08/03/2024,3,2024,PLT,54.695,46,10449,57,10392.05,8740,1652.05,15.9,19.66
OR0171G,6902683,08/03/2024,3,2024,PLT,2303.244,2233,414872,288,414583.92,401940,12643.92,3,274.37
RD5975P,6902693,08/03/2024,3,2024,PLT,332.445,313,59966.11,126,59840.1,56340,3500.1,5.8,101.15
PT4146F,6902703,08/03/2024,3,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
PT4146F,6902713,08/03/2024,3,2024,PLT,870.364,832,157925.492,1260,156665.52,149760,6905.52,4.4,118.08
PT4146F,6902723,08/03/2024,3,2024,PLT,870.364,837,157925.492,1260,156665.52,150660,6005.52,3.8,102.69
JW3722P,6902733,08/03/2024,3,2024,PLT,291.449,211,52550.753,90,52460.82,37980,14480.82,27.6,411.26
JW3722P,6902743,08/03/2024,3,2024,PLT,291.449,239,52550.753,90,52460.82,43020,9440.82,18,268.12
LH7788B,6902753,08/03/2024,3,2024,PAK,371.886,303,63339.6,119,63220.62,51510,11710.62,18.5,185.03
LV3329J,6902763,08/03/2024,3,2024,PAK,136.833,116,20600,75,20524.95,17400,3124.95,15.2,56.87
BS9035V,6902773,08/03/2024,3,2024,PAK,665.618,575,113274,119,113155.06,97750,15405.06,13.6,392.83
BS9035V,6902783,08/03/2024,3,2024,PAK,665.618,640,113274,119,113155.06,108800,4355.06,3.8,111.05
BS9035V,6902793,08/03/2024,3,2024,PAK,665.618,617,113274,119,113155.06,104890,8265.06,7.3,210.76
BS9035V,6902803,08/03/2024,3,2024,PAK,665.618,652,113274,119,113155.06,110840,2315.06,2,59.03
GC3069E,6902813,09/03/2024,3,2024,PLT,86.03,81,17295.675,950,16345.7,15390,955.7,5.8,17.58
VS9358F,6902823,09/03/2024,3,2024,PLT,1081.067,945,196572,1980,194592.06,170100,24492.06,12.6,355.13
JM1441K,6902833,09/03/2024,3,2024,PLT,1865.131,952,337163.49,1440,335723.58,171360,164363.58,49,2564.07
JM1441K,6902843,09/03/2024,3,2024,PLT,1865.131,1453,337163.49,1440,335723.58,261540,74183.58,22.1,1157.26
JM1441K,6902853,09/03/2024,3,2024,PLT,1865.131,600,337163.49,1440,335723.58,108000,227723.58,67.8,3552.49
GU2783J,6902863,09/03/2024,3,2024,PLT,1080.187,1033,196413.6,1980,194433.66,185940,8493.66,4.4,125.71
ON0348A,6902873,09/03/2024,3,2024,PLT,969.895,920,175841.16,1260,174581.1,165600,8981.1,5.1,159.86
UL5050K,6902883,09/03/2024,3,2024,PLT,298.804,255,54684.75,900,53784.72,45900,7884.72,14.7,121.42
SQ1707I,6902893,09/03/2024,3,2024,PLT,946.797,566,171683.37,1260,170423.46,101880,68543.46,40.2,1268.05
HY6856M,6902903,09/03/2024,3,2024,PLT,115.375,116,22871.3,950,21921.25,22040,118.75,-0.5,-2.14
XN9390W,6902913,09/03/2024,3,2024,PLT,303.136,267,54654.5,90,54564.48,48060,6504.48,11.9,89.11
SZ5543Q,6902923,09/03/2024,3,2024,PLT,241.453,185,43605.5,144,43461.54,33300,10161.54,23.4,252.01
VF5276R,6902933,09/03/2024,3,2024,PLT,911.977,770,164281.8,126,164155.86,138600,25555.86,15.6,406.34
MS4740W,6902943,09/03/2024,3,2024,PLT,809.674,732,145867.29,126,145741.32,131760,13981.32,9.6,264.25
YW6837P,6902953,09/03/2024,3,2024,PLT,419.823,332,109336,182,109153.98,86320,22833.98,20.9,303.69
YW6837P,6902963,09/03/2024,3,2024,PLT,419.823,353,109336,182,109153.98,91780,17373.98,15.9,231.07
YW6837P,6902973,09/03/2024,3,2024,PLT,419.823,228,109336,182,109153.98,59280,49873.98,45.7,663.32
GV4710J,6902983,09/03/2024,3,2024,PLT,106.204,98,20273.831,95,20178.76,18620,1558.76,7.7,30.55
VR7805R,6902993,09/03/2024,3,2024,PLT,108.903,86,21940.6,160,21780.6,17200,4580.6,21,81.53
TQ9608P,6903003,09/03/2024,3,2024,PLT,1100.171,1045,209184.4,152,209032.49,198550,10482.49,5,123.69
TQ9608P,6903013,09/03/2024,3,2024,PLT,1100.171,618,209184.4,152,209032.49,117420,91612.49,43.8,1081.03
GF2716Q,6903023,09/03/2024,3,2024,PLT,1719.317,1062,310917,1440,309477.06,191160,118317.06,38.2,1419.8
OL2692A,6903033,09/03/2024,3,2024,PLT,1169.511,1135,210656,144,210511.98,204300,6211.98,3,83.86
JQ7006J,6903043,09/03/2024,3,2024,PLT,1588.954,1357,415208,2080,413128.04,352820,60308.04,14.6,578.96
XX1537S,6903053,09/03/2024,3,2024,PLT,328.002,308,62453.4,133,62320.38,58520,3800.38,6.1,41.04
AB1535W,6903063,09/03/2024,3,2024,PLT,136.461,130,26022.5,95,25927.59,24700,1227.59,4.7,13.87
AB1535W,6903073,09/03/2024,3,2024,PLT,136.461,135,26022.5,95,25927.59,25650,277.59,1.1,3.14
AB1535W,6903083,09/03/2024,3,2024,PLT,136.461,134,26022.5,95,25927.59,25460,467.59,1.8,5.28
AB1535W,6903093,09/03/2024,3,2024,PLT,136.461,126,26022.5,95,25927.59,23940,1987.59,7.7,22.46
FI0222V,6903103,09/03/2024,3,2024,PLT,838.203,862,159505.5,247,159258.57,163780,4521.43,-2.8,-82.74
AY2463C,6903113,09/03/2024,3,2024,PLT,136.237,133,25980,95,25885.03,25270,615.03,2.4,6.4
BP3944H,6903123,09/03/2024,3,2024,PLT,918.378,822,203583.08,1540,202043.16,180840,21203.16,10.5,250.2
JU8568U,6903133,09/03/2024,3,2024,PLT,331.461,300,63110.55,133,62977.59,57000,5977.59,9.5,71.13
VL2221U,6903143,09/03/2024,3,2024,PLT,129.075,127,25915,100,25815,25400,415,1.6,4.86
HB4287V,6903153,09/03/2024,3,2024,PLT,1817.217,1550,418144,184,417959.91,356500,61459.91,14.7,1026.38
PX8242U,6903163,09/03/2024,3,2024,PLT,109.593,103,20917.6,95,20822.67,19570,1252.67,6,18.04
JU5516Q,6903173,09/03/2024,3,2024,PLT,148.805,140,28425,152,28272.95,26600,1672.95,5.9,58.89
OR0171G,6903183,09/03/2024,3,2024,PLT,2303.244,2093,414872,288,414583.92,376740,37843.92,9.1,821.21
ZW1189Q,6903193,09/03/2024,3,2024,PLT,135.638,125,25866.145,95,25771.22,23750,2021.22,7.8,28.7
VW4384W,6903203,09/03/2024,3,2024,PLT,838.111,855,159450,209,159241.09,162450,3208.91,-2,-54.87
KG5732C,6903213,09/03/2024,3,2024,PLT,649.432,652,123525.058,133,123392.08,123880,487.92,-0.4,-10.64
PT4146F,6903223,09/03/2024,3,2024,PLT,870.364,844,157925.492,1260,156665.52,151920,4745.52,3,81.15
PT4146F,6903233,09/03/2024,3,2024,PLT,870.364,851,157925.492,1260,156665.52,153180,3485.52,2.2,59.6
PT4146F,6903243,09/03/2024,3,2024,PLT,870.364,835,157925.492,1260,156665.52,150300,6365.52,4.1,108.85
JY8910V,6903253,09/03/2024,3,2024,PLT,285.725,240,51520.451,90,51430.5,43200,8230.5,16,193.42
JY8910V,6903263,09/03/2024,3,2024,PLT,285.725,229,51520.451,90,51430.5,41220,10210.5,19.9,239.95
YA1133E,6903273,09/03/2024,3,2024,PLT,124.638,108,22524.82,90,22434.84,19440,2994.84,13.3,56
JM1441K,6903283,10/03/2024,3,2024,PLT,1865.131,1617,337163.49,1440,335723.58,291060,44663.58,13.3,696.75
JM1441K,6903293,10/03/2024,3,2024,PLT,1865.131,1615,337163.49,1440,335723.58,290700,45023.58,13.4,702.37
ON0348A,6903303,10/03/2024,3,2024,PLT,969.895,960,175841.16,1260,174581.1,172800,1781.1,1,31.7
SQ1707I,6903313,10/03/2024,3,2024,PLT,946.797,894,171683.37,1260,170423.46,160920,9503.46,5.6,175.81
NT1489L,6903323,10/03/2024,3,2024,PLT,56.878,47,10901.8,95,10806.82,8930,1876.82,17.4,29.84
MS4740W,6903333,10/03/2024,3,2024,PLT,809.674,743,145867.29,126,145741.32,133740,12001.32,8.2,226.82
DM9609U,6903343,10/03/2024,3,2024,PLT,124.415,113,28730.5,115,28615.45,25990,2625.45,9.2,55.4
YW6837P,6903353,10/03/2024,3,2024,PLT,419.823,370,109336,182,109153.98,96200,12953.98,11.9,172.29
YW6837P,6903363,10/03/2024,3,2024,PLT,419.823,379,109336,182,109153.98,98540,10613.98,9.7,141.17
YW6837P,6903373,10/03/2024,3,2024,PLT,419.823,369,109336,182,109153.98,95940,13213.98,12.1,175.75
GV4710J,6903383,10/03/2024,3,2024,PLT,106.204,99,20273.831,95,20178.76,18810,1368.76,6.8,26.83
PP8158Y,6903393,10/03/2024,3,2024,PLT,114.699,77,20735.79,90,20645.82,13860,6785.82,32.9,191.36
EG2772G,6903403,10/03/2024,3,2024,PLT,944.314,825,170102.46,126,169976.52,148500,21476.52,12.6,328.59
IV4853K,6903413,10/03/2024,3,2024,PAK,127.425,104,21798.31,136,21662.25,17680,3982.25,18.4,66.9
EN0891Z,6903423,10/03/2024,3,2024,PAK,124.947,40,21377,136,21240.99,6800,14440.99,68,336.48
TQ9608P,6903433,10/03/2024,3,2024,PLT,1100.171,1089,209184.4,152,209032.49,206910,2122.49,1,25.05
NK7339N,6903443,10/03/2024,3,2024,PLT,143.815,131,25976.75,90,25886.7,23580,2306.7,8.9,31.6
CS6040H,6903453,10/03/2024,3,2024,PLT,54.447,42,10402,57,10344.93,7980,2364.93,22.9,26.72
CK8573T,6903463,10/03/2024,3,2024,PLT,120.746,106,21824.2,90,21734.28,19080,2654.28,12.2,45.65
JQ7006J,6903473,10/03/2024,3,2024,PLT,1588.954,1514,415208,2080,413128.04,393640,19488.04,4.7,187.09
JQ7006J,6903483,10/03/2024,3,2024,PLT,1588.954,1560,415208,2080,413128.04,405600,7528.04,1.8,72.27
JQ7006J,6903493,10/03/2024,3,2024,PLT,1588.954,1506,415208,2080,413128.04,391560,21568.04,5.2,207.05
AB1535W,6903503,10/03/2024,3,2024,PLT,136.461,131,26022.5,95,25927.59,24890,1037.59,4,11.72
AB1535W,6903513,10/03/2024,3,2024,PLT,136.461,128,26022.5,95,25927.59,24320,1607.59,6.2,18.17
IO5454K,6903523,10/03/2024,3,2024,PLT,65.348,45,12511.2,95,12416.12,8550,3866.12,31.1,57.61
ZQ2557X,6903533,10/03/2024,3,2024,PLT,94.343,84,18020.085,95,17925.17,15960,1965.17,11,31.05
OU9342D,6903543,10/03/2024,3,2024,PLT,140.51,130,25453.75,162,25291.8,23400,1891.8,7.5,20.05
JU4669Q,6903553,10/03/2024,3,2024,PLT,81.803,61,15637.5,95,15542.57,11590,3952.57,25.4,96.44
GZ3266K,6903563,10/03/2024,3,2024,PLT,68.729,55,17999.43,130,17869.54,14300,3569.54,20,36.05
EL1980J,6903573,10/03/2024,3,2024,PLT,115.379,94,26652.25,115,26537.17,21620,4917.17,18.5,64.91
OR0171G,6903583,10/03/2024,3,2024,PLT,2303.244,2165,414872,288,414583.92,389700,24883.92,6,539.98
RD5975P,6903593,10/03/2024,3,2024,PLT,332.445,320,59966.11,126,59840.1,57600,2240.1,3.7,64.74
RD5975P,6903603,10/03/2024,3,2024,PLT,332.445,318,59966.11,126,59840.1,57240,2600.1,4.3,75.14
RD5975P,6903613,10/03/2024,3,2024,PLT,332.445,318,59966.11,126,59840.1,57240,2600.1,4.3,75.14
PT4146F,6903623,10/03/2024,3,2024,PLT,870.364,851,157925.492,1260,156665.52,153180,3485.52,2.2,59.6
PT4146F,6903633,10/03/2024,3,2024,PLT,870.364,896,157925.492,1260,156665.52,161280,4614.48,-2.9,-78.91
YJ1010S,6903643,10/03/2024,3,2024,PLT,1085.926,1119,206478,152,206325.94,212610,6284.06,-3,-67.87
ZT5733A,6903653,10/03/2024,3,2024,PLT,337.283,324,64216.8,133,64083.77,61560,2523.77,3.9,28.52
UQ4577A,6903663,10/03/2024,3,2024,PLT,541.721,457,103060,133,102926.99,86830,16096.99,15.6,286.53
SX0386C,6903673,10/03/2024,3,2024,PAK,938,864,159579,119,159460,146880,12580,7.9,272.99
SA2071C,6903683,10/03/2024,3,2024,PAK,348.465,291,59460,221,59239.05,49470,9769.05,16.5,206.13
XT8427Y,6903693,10/03/2024,3,2024,PAK,1210.094,1079,205852,136,205715.98,183430,22285.98,10.8,320.92
RV9146Z,6903703,10/03/2024,3,2024,PAK,122.684,103,20941.2,85,20856.28,17510,3346.28,16,117.12
BY2563M,6903713,11/03/2024,3,2024,PLT,79.5,74,16055,950,15105,14060,1045,6.9,15.15
JM1441K,6903723,11/03/2024,3,2024,PLT,1865.131,1624,337163.49,1440,335723.58,292320,43403.58,12.9,677.1
GU2783J,6903733,11/03/2024,3,2024,PLT,1080.187,1019,196413.6,1980,194433.66,183420,11013.66,5.7,163
UL5050K,6903743,11/03/2024,3,2024,PLT,298.804,262,54684.75,900,53784.72,47160,6624.72,12.3,102.02
SQ1707I,6903753,11/03/2024,3,2024,PLT,946.797,932,171683.37,1260,170423.46,167760,2663.46,1.6,49.27
BF7677I,6903763,11/03/2024,3,2024,PLT,137.763,127,27125,950,26174.97,24130,2044.97,7.8,37.01
XN9390W,6903773,11/03/2024,3,2024,PLT,303.136,271,54654.5,90,54564.48,48780,5784.48,10.6,79.25
MS4740W,6903783,11/03/2024,3,2024,PLT,809.674,718,145867.29,126,145741.32,129240,16501.32,11.3,311.87
UA3908A,6903793,11/03/2024,3,2024,PLT,306.289,154,55222.071,90,55132.02,27720,27412.02,49.7,526.31
ZD2214Q,6903803,11/03/2024,3,2024,PLT,944.245,880,170090.16,126,169964.1,158400,11564.1,6.8,173.46
HS4030Z,6903813,11/03/2024,3,2024,PLT,145.5,126,27740.025,95,27645,23940,3705,13.4,95.22
JQ7006J,6903823,11/03/2024,3,2024,PLT,1588.954,1414,415208,2080,413128.04,367640,45488.04,11,436.69
RO7331C,6903833,11/03/2024,3,2024,PLT,1182.833,1131,213054,144,212909.94,203580,9329.94,4.4,113.83
FI0222V,6903843,11/03/2024,3,2024,PLT,838.203,848,159505.5,247,159258.57,161120,1861.43,-1.2,-34.06
ZT7261T,6903853,11/03/2024,3,2024,PLT,136.183,0,25969.7,95,25874.77,0,25874.77,100,266.51
KB1841S,6903863,11/03/2024,3,2024,PLT,1113.995,1056,211811,152,211659.05,200640,11019.05,5.2,125.62
SY8717I,6903873,11/03/2024,3,2024,PLT,135.554,113,25850.25,95,25755.26,21470,4285.26,16.6,44.14
IM3636Z,6903883,11/03/2024,3,2024,PLT,54.695,45,10449,57,10392.05,8550,1842.05,17.7,21.92
